"question","answer"
"What is the number of customers in each region?","SELECT r.r_name AS region, COUNT(DISTINCT c.c_custkey) AS number_of_customers
FROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.REGION r
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.NATION n ON r.r_regionkey = n.n_regionkey
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON n.n_nationkey = c.c_nationkey
GROUP BY region"
"Calculate the monthly inflation rate as a percentage from the consumer price index for urban consumers since 1965","with cpi_data as (SELECT date,
                         value,
                         lag(value) OVER (ORDER BY date) as prev_value
                  FROM   financial_data_package.cybersyn.financial_fred_timeseries
                  WHERE  variable_name ilike '%Consumer Price Index%Urban Consumers%'
                     and date >= '1965-01-01')
SELECT date,
       value as cpi,
       (value - prev_value) / prev_value * 100 as monthly_inflation_rate
FROM   cpi_data
WHERE  prev_value is not null
ORDER BY date;"
"Count credit card complaints by month by company since 2012","SELECT company,
       DATE_TRUNC('month', date_received) AS month,
       COUNT(1)                           AS credit_card_complaint
FROM financial_data_package.cybersyn.financial_cfpb_complaint
WHERE product ILIKE '%card%'
  AND date_received >= '2012-01-01'
GROUP BY company, month"
"How many new branches were opened by which banks in 2022","SELECT id_rssd_parent,
       count(*)
FROM   financial_data_package.cybersyn.financial_branch_entities
WHERE  start_date >= '2022-01-01'
GROUP BY id_rssd_parent
ORDER BY count(*) desc;"
"What are the names of the top six customers with the highest total sales?","SELECT c.c_name AS customer_name, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_sales
FROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON o.o_custkey = c.c_custkey
GROUP BY customer_name
ORDER BY total_sales DESC
LIMIT 6"
"Compare the states with the mean monthly not seasonally adjusted unemployment rates in 2008-2010 versus 2020-2022?","with unemployment_rate_2008_2010 as (SELECT geo_name,
                                            avg(value) as avg_unemployment_rate
                                     FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries join financial_data_package.cybersyn.geography_index
                                             ON bureau_of_labor_statistics_employment_timeseries.geo_id = geography_index.geo_id
                                     WHERE  variable_name like '%Unemployment Rate%Not seasonally adjusted%'
                                        and date between to_date('2008-01-01')
                                        and to_date('2010-12-31')
                                        and level = 'State'
                                     GROUP BY geo_name), unemployment_rate_2020_2022 as (SELECT geo_name,
                                                           avg(value) as avg_unemployment_rate
                                                    FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries join financial_data_package.cybersyn.geography_index
                                                            ON bureau_of_labor_statistics_employment_timeseries.geo_id = geography_index.geo_id
                                                    WHERE  variable_name like '%Unemployment Rate%Not seasonally adjusted%'
                                                       and date between to_date('2020-01-01')
                                                       and to_date('2022-12-31')
                                                       and level = 'State'
                                                    GROUP BY geo_name)
SELECT a.geo_name,
       a.avg_unemployment_rate as avg_unemployment_rate_2008_2010,
       b.avg_unemployment_rate as avg_unemployment_rate_2020_2022
FROM   unemployment_rate_2008_2010 a join unemployment_rate_2020_2022 b
        ON a.geo_name = b.geo_name
ORDER BY a.geo_name;"
"Which banks have the most uninsured deposits?","with latest_uninsured as (SELECT id_rssd,
                                 1 - value as pct_uninsured
                          FROM   financial_data_package.cybersyn.financial_institution_timeseries
                          WHERE  variable = 'ASSET'
                             and date = '2022-12-31')
SELECT name,
       pct_uninsured,
       ent.is_active
FROM   financial_data_package.cybersyn.financial_institution_timeseries as ts
    INNER JOIN financial_data_package.cybersyn.financial_institution_attributes as att
        ON (ts.variable = att.variable)
    INNER JOIN financial_data_package.cybersyn.financial_institution_entities as ent
        ON (ts.id_rssd = ent.id_rssd)
    INNER JOIN latest_uninsured
        ON (latest_uninsured.id_rssd = ts.id_rssd)
WHERE  ts.date = '2022-12-31'
   and att.variable_name = '% Insured (Estimated)'
   and att.frequency = 'Quarterly'
   and ent.is_active = true
ORDER BY pct_uninsured desc limit 10;"
"How many CFPB complaints of each product were made each year?","SELECT date_trunc('YEAR', date_received) as year,
       product,
       count(*) as count
FROM   financial_data_package.cybersyn.financial_cfpb_complaint
GROUP BY year, product
ORDER BY year asc, count desc"
"Sample 10 states in the USA and compare their mean monthly not seasonally adjusted unemployment rates in 2008-2010 versus 2020-2022","with unemployment_rate_2008_2010 as (SELECT geo_name,
                                            avg(value) as avg_unemployment_rate
                                     FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries join financial_data_package.cybersyn.geography_index
                                             ON bureau_of_labor_statistics_employment_timeseries.geo_id = geography_index.geo_id
                                     WHERE  variable_name like '%Unemployment Rate%Not seasonally adjusted%'
                                        and date between '2008-01-01'
                                        and '2010-12-31'
                                        and level = 'State'
                                     GROUP BY geo_name), unemployment_rate_2020_2022 as (SELECT geo_name,
                                                           avg(value) as avg_unemployment_rate
                                                    FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries join financial_data_package.cybersyn.geography_index
                                                            ON bureau_of_labor_statistics_employment_timeseries.geo_id = geography_index.geo_id
                                                    WHERE  variable_name like '%Unemployment Rate%Not seasonally adjusted%'
                                                       and date between '2020-01-01'
                                                       and '2022-12-31'
                                                       and level = 'State'
                                                    GROUP BY geo_name), sample_states as (SELECT geo_name
                                      FROM   financial_data_package.cybersyn.geography_index sample (10)
                                      WHERE  level = 'State')
-- 10% random sample of states
SELECT sample_states.geo_name,
       u1.avg_unemployment_rate as avg_unemployment_rate_2008_2010,
       u2.avg_unemployment_rate as avg_unemployment_rate_2020_2022
FROM   sample_states
    LEFT JOIN unemployment_rate_2008_2010 u1
        ON sample_states.geo_name = u1.geo_name
    LEFT JOIN unemployment_rate_2020_2022 u2
        ON sample_states.geo_name = u2.geo_name
ORDER BY sample_states.geo_name;"
"Compare the federal funds effective rate, as a percentage to the annualized monthly inflation rate expressed as a percentage based on the consumer price index for urban consumers since 1970","with cpi_data as (SELECT date,
                         value,
                         lag(value) OVER (ORDER BY date) as prev_value
                  FROM   financial_data_package.cybersyn.financial_fred_timeseries
                  WHERE  variable_name ilike '%Consumer Price Index%Urban Consumers%'
                     and date >= '1970-01-01'), inflation_rate as (SELECT date,
                                                     (value - prev_value) / prev_value * 100 as monthly_inflation_rate
                                              FROM   cpi_data
                                              WHERE  prev_value is not null), federal_funds_rate as (SELECT date,
                                                              value as federal_funds_rate
                                                       FROM   financial_data_package.cybersyn.financial_fred_timeseries
                                                       WHERE  variable_name = 'Federal Funds Effective Rate'
                                                          and date >= '1970-01-01')
SELECT inflation_rate.date,
       100*federal_funds_rate.federal_funds_rate as federal_funds_rate,
       (power((1 + inflation_rate.monthly_inflation_rate / 100),
              12) - 1) * 100 as annualized_inflation_rate
FROM   inflation_rate join federal_funds_rate
        ON inflation_rate.date = federal_funds_rate.date
ORDER BY inflation_rate.date;"
"How many complaints were submitted via each method?","SELECT submitted_via,
       count(*) as count
FROM   financial_data_package.cybersyn.financial_cfpb_complaint
GROUP BY submitted_via
ORDER BY count desc"
"Among the top 10 companies in terms of the total number of complaints received between 2018 and 2022 by CFPB, what is the percentage breakdown of the various companies' responses to customers in each year?","The corrected SQL code is:

```
WITH top_10_companies AS (
    SELECT company,
           COUNT(*) AS complaints_count
    FROM   financial_data_package.cybersyn.financial_cfpb_complaint
    WHERE  date_received BETWEEN '2018-01-01' AND '2022-12-31'
    GROUP BY company
    ORDER BY complaints_count DESC LIMIT 10
), 
company_responses AS (
    SELECT company,
           company_response_to_consumer,
           DATE_TRUNC('YEAR', date_received) AS year,
           COUNT(*) AS response_count
    FROM   financial_data_package.cybersyn.financial_cfpb_complaint
    WHERE  date_received BETWEEN '2018-01-01' AND '2022-12-31' AND company IN (SELECT company FROM top_10_companies)
    GROUP BY company, company_response_to_consumer, year, company, company_response_to_consumer, year
),
response_count AS (
    SELECT company,
           company_response_to_consumer,
           year,
           SUM(response_count) AS response_count
    FROM   company_responses
    GROUP BY company, company_response_to_consumer, year
)
SELECT company,
       company_response_to_consumer,
       year,
       response_count * 100.0 / SUM(response_count) OVER (PARTITION BY company, year) AS percentage
FROM   response_count
ORDER BY company, year, percentage DESC
``` 

Explanation:

The issue with the initial query is that the `response_count` column was not included in the `GROUP BY` clause of the `company_responses` subquery. To correct this, we can add `response_count` to the `GROUP BY` clause of the `company_responses` subquery.

However, this will cause an error in the final `SELECT` statement, since `response_count` is not a valid column to group by. To fix this, we can create a new subquery called `response_count` that groups by `company`, `company_response_to_consumer`, and `year`, and sums up the `response_count` column. We can then use this subquery in the final `SELECT` statement instead of `company_responses`."
"Which are the five biggest banks by deposits","with latest_deposits as (SELECT id_rssd,
                                value
                         FROM   financial_data_package.cybersyn.financial_institution_timeseries
                         WHERE  variable = 'DEP'
                            and date = '2022-12-31'), active_banks as (SELECT *
                                           FROM   financial_data_package.cybersyn.financial_institution_entities
                                           WHERE  is_active = true)
SELECT name,
       value
FROM   active_banks
    INNER JOIN latest_deposits
        ON (latest_deposits.id_rssd = active_banks.id_rssd)
ORDER BY value desc limit 5;"
"Which are the states with the highest number of branch closures in 2022?","SELECT state_abbreviation,
       count(*) as n_closures
FROM   financial_data_package.cybersyn.financial_branch_entities
WHERE  end_date between '2022-01-01'
   and '2022-12-31'
GROUP BY state_abbreviation
ORDER BY n_closures desc"
"Since 2020, which banks opened at least 3 new branches in states they were new to, and how many new states were there for each bank?  ","with new_branches as (SELECT id_rssd_parent,
                             state_abbreviation,
                             count(*) as new_branch_count
                      FROM   financial_data_package.cybersyn.financial_branch_entities
                      WHERE  start_date >= '2020-01-01'
                      GROUP BY id_rssd_parent, state_abbreviation), pre2020_branches as (SELECT id_rssd_parent,
                                                                          state_abbreviation
                                                                   FROM   financial_data_package.cybersyn.financial_branch_entities
                                                                   WHERE  start_date < '2020-01-01'
                                                                      and end_date is null
                                                                      and state_abbreviation is not null
                                                                   GROUP BY id_rssd_parent, state_abbreviation)
SELECT bank_names.name,
       count(*) as new_state_count
FROM   new_branches
    INNER JOIN financial_data_package.cybersyn.financial_institution_entities as bank_names
        ON (new_branches.id_rssd_parent = bank_names.id_rssd)
    LEFT JOIN pre2020_branches
        ON (new_branches.id_rssd_parent = pre2020_branches.id_rssd_parent and
           new_branches.state_abbreviation = pre2020_branches.state_abbreviation)
WHERE  pre2020_branches.id_rssd_parent is null
GROUP BY bank_names.name having count(*) >= 3
ORDER BY new_state_count desc;"
"Calculate the annualized monthly inflation rate as a percentage from the consumer price index for urban consumers since 1965","WITH cpi_data AS (
  SELECT date,
         value,
         LAG(value) OVER (ORDER BY date) AS prev_value
  FROM financial_data_package.cybersyn.financial_fred_timeseries
  WHERE variable_name ILIKE '%Consumer Price Index%Urban Consumers%'
    AND date >= '1965-01-01'
),

subquery AS (
  SELECT date,
         value,
         LAG(value) OVER (ORDER BY date) AS prev_value,
         LAG(date) OVER (ORDER BY date) AS prev_date
  FROM cpi_data
)

SELECT date,
       (POWER((value / prev_value), 1.0/12) - 1) * 100 AS annualized_inflation_rate
FROM subquery
WHERE prev_value IS NOT NULL
ORDER BY date;"
"Create a cumulative frequency distribution of the number of complaints received by CFPB against Equifax in 2022","with equifax_2022_complaints as (SELECT count(*) as n_complaints
                                 FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                                 WHERE  company = 'Equifax'
                                    and date_received between '2022-01-01'
                                    and '2022-12-31')
SELECT n_complaints,
       count(*) as frequency,
       sum(count(*)) OVER (ORDER BY n_complaints asc) as cumulative_frequency
FROM   equifax_2022_complaints
GROUP BY n_complaints
ORDER BY n_complaints asc"
"How many of the new branches that were opened since 2020 are from banks new to the state? ","with new_branches as (SELECT id_rssd_parent,
                             count(*) as new_branch_count
                      FROM   financial_data_package.cybersyn.financial_branch_entities
                      WHERE  start_date >= '2020-01-01'
                      GROUP BY id_rssd_parent), bank_names as (SELECT id_rssd,
                                                name
                                         FROM   financial_data_package.cybersyn.financial_institution_entities), pre2020_branches as (SELECT id_rssd_parent,
                                                                                                    state_abbreviation
                                                                                             FROM   financial_data_package.cybersyn.financial_branch_entities
                                                                                             WHERE  start_date < '2020-01-01'
                                                                                                and end_date is null
                                                                                                and state_abbreviation is not null
                                                                                             GROUP BY id_rssd_parent, state_abbreviation)
SELECT name,
       new_branch_count
FROM   bank_names
    INNER JOIN new_branches
        ON (bank_names.id_rssd = new_branches.id_rssd_parent)
    LEFT JOIN pre2020_branches
        ON (new_branches.id_rssd_parent = pre2020_branches.id_rssd_parent)
WHERE  pre2020_branches.id_rssd_parent is null
ORDER BY new_branch_count desc;"
"On average how many CFBP complaints are there by company?","SELECT company,
       count(*) as complaints_count
FROM   financial_data_package.cybersyn.financial_cfpb_complaint
GROUP BY company
ORDER BY complaints_count desc"
"What are the states with the highest mean monthly not seasonally adjusted unemployment rates since 2020?","SELECT geo_name,
       avg(value) as avg_unemployment_rate
FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries join financial_data_package.cybersyn.geography_index
        ON bureau_of_labor_statistics_employment_timeseries.geo_id = geography_index.geo_id
WHERE  variable_name like '%Unemployment Rate%Not seasonally adjusted%'
   and date >= to_date('2020-01-01')
   and level = 'State'
GROUP BY geo_name
ORDER BY avg_unemployment_rate desc"
"In 2021, how many new branches have banks opened by state?","with new_branches as (SELECT state_abbreviation,
                             count(*) as new_branch_count
                      FROM   financial_data_package.cybersyn.financial_branch_entities
                      WHERE  start_date >= '2021-01-01'
                      GROUP BY state_abbreviation)
SELECT state_abbreviation,
       new_branch_count
FROM   new_branches
ORDER BY new_branch_count desc;"
"Among the top 10 most complained companies between 2017 and 2022 by CFPB, what are the percentages of each company's various responses to customers?","with top_10_companies as (SELECT company,
                                 count(*) as complaints_count
                          FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                          WHERE  date_received between '2017-01-01'
                             and '2022-12-31'
                          GROUP BY company
                          ORDER BY complaints_count desc limit 10), company_responses as (SELECT company,
                                                                       company_response_to_consumer,
                                                                       count(*) as response_count
                                                                FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                                                                WHERE  date_received between '2017-01-01'
                                                                   and '2022-12-31'
                                                                   and company in (SELECT company
                                                                                FROM   top_10_companies)
                                                                GROUP BY company, company_response_to_consumer)
SELECT company,
       company_response_to_consumer,
       response_count,
       response_count * 100.0 / sum(response_count) OVER (PARTITION BY company) as percentage
FROM   company_responses
ORDER BY company, percentage desc"
"What is the 3 month running average of each states' mean monthly not seasonally adjusted unemployment rates, expressed in percentage, between 2007 to 2022?","with monthly_unemployment_rates as (SELECT g.geo_name,
                                           b.date,
                                           avg(b.value) as avg_unemployment_rate
                                    FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries as b join financial_data_package.cybersyn.geography_index as g
                                            ON b.geo_id = g.geo_id
                                    WHERE  b.variable_name like '%Unemployment Rate%Not seasonally adjusted%'
                                       and b.date between '2007-01-01'
                                       and '2022-12-31'
                                       and g.level = 'State'
                                    GROUP BY g.geo_name, b.date)
SELECT geo_name,
       date,
       avg(avg_unemployment_rate) OVER (PARTITION BY geo_name
                                        ORDER BY date rows between 1 preceding and 1 following) as three_month_running_avg,
       100 * avg(avg_unemployment_rate) OVER (PARTITION BY geo_name
                                              ORDER BY date rows between 1 preceding and 1 following) / avg(avg_unemployment_rate) OVER (PARTITION BY geo_name) - 100 as three_month_running_avg_pct_change
FROM   monthly_unemployment_rates
ORDER BY geo_name, date;"
"Compare the seasonally adjusted Consumer Price Index for all Urban Consumers to the Federal Funds Effective Rate on the last day of each month ","with cpi as (SELECT date_trunc('month', date) as month,
                    last_value(value) OVER (ORDER BY date) as cpi
             FROM   financial_data_package.cybersyn.financial_fred_timeseries
             WHERE  variable like '%Consumer Price Index%Urban Consumers%Seasonally adjusted%'
             ORDER BY month), federal_funds_effective_rate as (SELECT date_trunc('month', date) as month,
                                                         last_value(value) OVER (ORDER BY date) as rate
                                                  FROM   financial_data_package.cybersyn.financial_fred_timeseries
                                                  WHERE  variable = 'Federal Funds Effective Rate'
                                                  ORDER BY month)
SELECT cpi.month,
       cpi.cpi,
       federal_funds_effective_rate.rate
FROM   cpi
    INNER JOIN federal_funds_effective_rate
        ON (cpi.month = federal_funds_effective_rate.month);"
"What is the count of line items purchased with each discount rate in each region?","SELECT
  r.r_name AS region_name,
  l.l_discount AS discount,
  COUNT(*) AS count
FROM
  SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l
  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey
  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON o.o_custkey = c.c_custkey
  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.NATION n ON c.c_nationkey = n.n_nationkey
  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.REGION r ON n.n_regionkey = r.r_regionkey
GROUP BY
  region_name,
  discount
ORDER BY
  region_name,
  discount"
"Since 1990, how many bank branches are opened and closed annually?","with branches_opened as (SELECT count(*) as n_branches_opened,
                                date_trunc('YEAR', start_date) as start_year
                         FROM   financial_data_package.cybersyn.financial_branch_entities
                         WHERE  start_date >= '1990-01-01'
                         GROUP BY start_year), branches_closed as (SELECT count(*) as n_branches_closed,
                                                 date_trunc('YEAR', end_date) as end_year
                                          FROM   financial_data_package.cybersyn.financial_branch_entities
                                          WHERE  end_date >= '1990-01-01'
                                          GROUP BY end_year)
SELECT coalesce(branches_opened.start_year, branches_closed.end_year) as year,
       branches_opened.n_branches_opened,
       branches_closed.n_branches_closed
FROM   branches_opened full
    OUTER JOIN branches_closed
        ON branches_opened.start_year = branches_closed.end_year
ORDER BY year asc"
"Among the top 10 companies in terms of the total number of complaints received between 2017 and 2022 by CFPB, what are the percentages of each company's various responses to customers?","with top_10_companies as (SELECT company,
                                 count(*) as complaints_count
                          FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                          WHERE  date_received between '2017-01-01'
                             and '2022-12-31'
                          GROUP BY company
                          ORDER BY complaints_count desc limit 10), company_responses as (SELECT company,
                                                                       company_response_to_consumer,
                                                                       count(*) as response_count
                                                                FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                                                                WHERE  date_received between '2017-01-01'
                                                                   and '2022-12-31'
                                                                   and company in (SELECT company
                                                                                FROM   top_10_companies)
                                                                GROUP BY company, company_response_to_consumer)
SELECT company,
       company_response_to_consumer,
       response_count,
       response_count * 100.0 / sum(response_count) OVER (PARTITION BY company) as percentage
FROM   company_responses
ORDER BY company, percentage desc"
"Compare the seasonally adjusted Consumer Price Index for Urban Consumers, Bank Prime Loan Rate, and the Federal Funds Effective Rate","SELECT a.date,
       a.value as bank_prime_loan_rate,
       b.value as federal_funds_effective_rate,
       c.value as consumer_price_index
FROM   financial_data_package.cybersyn.financial_fred_timeseries a join financial_data_package.cybersyn.financial_fred_timeseries b
        ON a.date = b.date join financial_data_package.cybersyn.financial_fred_timeseries c
        ON a.date = c.date
WHERE  a.variable_name like '%Bank Prime Loan Rate%'
   and b.variable_name = 'Federal Funds Effective Rate'
   and c.variable_name like '%Consumer Price Index%Urban Consumers%Seasonally adjusted%'
ORDER BY a.date;"
"Compare the Federal Funds Effective Rate to the rates set by the Bank of England, and the central banks of Canada, Japan and Mexico","SELECT b.date,
       a.value as boe_rate,
       c.value as boj_rate,
       d.value as bom_rate,
e.value as boc_rate,
       b.value as federal_funds_rate
FROM   financial_data_package.cybersyn.financial_fred_timeseries a join financial_data_package.cybersyn.financial_fred_timeseries b
        ON a.date = b.date join financial_data_package.cybersyn.financial_fred_timeseries c
        ON a.date = c.date join financial_data_package.cybersyn.financial_fred_timeseries d
        ON a.date = d.date join financial_data_package.cybersyn.financial_fred_timeseries e
        ON a.date = e.date
WHERE  a.variable_name like '%Bank of England%'
   and b.variable_name = 'Federal Funds Effective Rate'
   and c.variable_name like '%Bank of Japan%'
   and d.variable_name like '%Mexico%'
and e.variable_name like '%Canada%'
ORDER BY b.date;"
"Between 1990 and 2023, how many bank branches were opened and closed annually?","with branches_opened as (SELECT count(*) as n_branches_opened,
                                date_trunc('YEAR', start_date) as start_year
                         FROM   financial_data_package.cybersyn.financial_branch_entities
                         WHERE  start_date >= '1990-01-01'
                            and start_date < '2023-01-01'
                         GROUP BY start_year), branches_closed as (SELECT count(*) as n_branches_closed,
                                                 date_trunc('YEAR', end_date) as end_year
                                          FROM   financial_data_package.cybersyn.financial_branch_entities
                                          WHERE  end_date >= '1990-01-01'
                                             and end_date < '2023-01-01'
                                          GROUP BY end_year)
SELECT coalesce(branches_opened.start_year, branches_closed.end_year) as year,
       branches_opened.n_branches_opened,
       branches_closed.n_branches_closed
FROM   branches_opened full
    OUTER JOIN branches_closed
        ON branches_opened.start_year = branches_closed.end_year
WHERE  coalesce(branches_opened.start_year, branches_closed.end_year) >= '1990-01-01'
ORDER BY year asc;"
"Calculate the monthly inflation rate from the consumer price index for urban consumers","with cpi_data as (SELECT date,
                         value,
                         lag(value) OVER (ORDER BY date) as prev_value
                  FROM   financial_data_package.cybersyn.financial_fred_timeseries
                  WHERE  variable like '%Consumer Price Index%Urban Consumers%')
SELECT date,
       value as cpi,
       (value - prev_value) / prev_value as monthly_inflation_rate
FROM   cpi_data
WHERE  prev_value is not null
ORDER BY date;"
