"question","answer"
"What are different countries we have information about ?","SELECT DISTINCT iso_name
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index
WHERE  level = 'Country'
ORDER BY iso_name;"
"Which country has had the maximum growth of Mean Temperature from 2010 to 2020?","The corrected SQL code would be:

```
SELECT geo.geo_name,
       ((ts2.value - ts.value) / ts.value) * 100 as growth_percentage
FROM   (SELECT geo_id as geo_id1,
               date,
               MAX(value) as value 
        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries ts 
        join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON ts.geo_id = geo.geo_id
        and geo.level = 'Country'
        WHERE  variable_name = 'Mean Temperature'
           and date = '2010-01-01'
       ) as ts  
    join (SELECT geo_id as geo_id2,
                 date,
                 MAX(value) as value 
          FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries ts 
          join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
          ON ts.geo_id = geo.geo_id
          and geo.level = 'Country'
          WHERE  variable_name = 'Mean Temperature'
          and date = '2020-01-01'
       ) as ts2
        ON ts.geo_id1 = ts2.geo_id2 
    join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON ts.geo_id1 = geo.geo_id
WHERE  geo.level = 'Country'
ORDER BY growth_percentage desc limit 1 
``` 

I added the table alias 'geo' to the SELECT statement in order to specify which table the column 'GEO_ID' should be selected from. 


 The error was 002028 (42601): SQL compilation error:
ambiguous column name 'GEO_ID'"
"Which country has lowest but greater than 0 cumulative rainfall in 2023?","SELECT geo.geo_name,
       sum(ts.value) as cumulative_rainfall
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON ts.geo_id = geo.geo_id
WHERE  ts.variable_name = 'Mean Rainfall'
   and geo.level = 'Country'
   and ts.date between '2023-01-01'
   and '2023-12-31'
GROUP BY geo.geo_name having sum(ts.value) > 0
ORDER BY cumulative_rainfall asc limit 1"
"What is the overall percentage population growth of california and US  from 2010 to 2018 ? Take max of population for each year to clean the data ","The corrected SQL code is:

```
SELECT geo.geo_name,
       ((ts2.value - ts.value) / ts.value) * 100 as growth_percentage
FROM   (SELECT 
               datacommons_timeseries.geo_id,
               max(value) as value
        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
  join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON datacommons_timeseries.geo_id = geo.geo_id
        WHERE  variable_name = 'Total Population, census.gov'
           and date = '2010-01-01'
           and (geo.geo_name = 'California'
           and geo.level = 'State')
           or (geo.geo_name = 'United States'
           and geo.level = 'Country')
        GROUP BY datacommons_timeseries.geo_id) as ts
 join (SELECT 
              datacommons_timeseries.geo_id,
               max(value) as value
        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
  join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON datacommons_timeseries.geo_id = geo.geo_id
        WHERE  variable_name = 'Total Population, census.gov'
        and date = '2018-01-01'
        and (geo.geo_name = 'California'
        and geo.level = 'State')
         or (geo.geo_name = 'United States'
        and geo.level = 'Country')
         GROUP BY datacommons_timeseries.geo_id) as ts2
     ON ts.geo_id = ts2.geo_id
        join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON ts.geo_id = geo.geo_id
ORDER BY geo.geo_name
```"
"Which 5 countries has the maximum Annual Electricity Consumption in 2015 ?","SELECT gi.geo_name,
       dcts.value as annual_electricity_consumption
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as dcts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as gi
        ON dcts.geo_id = gi.geo_id
WHERE  dcts.variable_name = 'Annual Electricity Consumption'
   and gi.level = 'Country'
   and dcts.date between '2015-01-01'
   and '2015-12-31'
ORDER BY dcts.value desc limit 5"
"What are the first 10 rows in the GEOGRAPHY_RELATIONSHIPS table?","SELECT GEO_NAME, GEO_ID, LEVEL, RELATED_GEO_NAME, RELATED_GEO_ID, RELATED_LEVEL, RELATIONSHIP_TYPE
FROM CYBERSYN_US__GLOBAL_PUBLIC_DATA_STARTER_KIT.CYBERSYN.GEOGRAPHY_RELATIONSHIPS
LIMIT 10"
"What are the first 10 rows in the PUBLIC_HOLIDAY_CALENDAR table?","SELECT GEO_ID, ISO_ALPHA2, DATE, HOLIDAY_NAME, SUBDIVISION, IS_FINANCIAL
FROM CYBERSYN_US__GLOBAL_PUBLIC_DATA_STARTER_KIT.CYBERSYN.PUBLIC_HOLIDAY_CALENDAR
LIMIT 10"
"show Unemployment Rates in New York City vs. New York state","SELECT ts.date,
       geo.geo_name,
       geo.level,
       ts.value
FROM CYBERSYN_US__GLOBAL_PUBLIC_DATA_STARTER_KIT.cybersyn.datacommons_timeseries AS ts
JOIN CYBERSYN_US__GLOBAL_PUBLIC_DATA_STARTER_KIT.cybersyn.geography_index AS geo ON (ts.geo_id = geo.geo_id)
WHERE geo.geo_name = 'New York'
  AND geo.level IN ('State', 'City')
  AND ts.variable_name ILIKE 'Unemployment Rate%'
  AND date >= '2015-01-01'
ORDER BY date"
"On which day did Sierra Leone receive maximum rainfall along with the unit? ","The corrected SQL query is:

```
SELECT date,
       value,
       datacommons_timeseries.unit
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries 
JOIN   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_attributes
       ON datacommons_timeseries.variable_name = datacommons_attributes.variable_name
WHERE  geo_id = 'country/SLE'
       AND datacommons_timeseries.variable_name = 'Mean Rainfall'
ORDER BY value DESC 
LIMIT 1;
```

The error occurred because the column name `variable_name` was ambiguous in the query. I specified which table the column `variable_name` should be selected from to return a valid SQL code."
"Compare Median Income to Median Age by Zipcode","SELECT t1.geo_name,
       t1.geo_id,
       x as Median_Income,
       y as Median_Age
FROM
  (WITH x_cte AS
     (SELECT geo_name,
             ts.geo_id,
             value AS x,
             ROW_NUMBER() OVER (PARTITION BY ts.geo_id
                                ORDER BY date DESC) AS rn
      FROM CYBERSYN_US__GLOBAL_PUBLIC_DATA_STARTER_KIT.cybersyn.datacommons_timeseries AS ts
      JOIN CYBERSYN_US__GLOBAL_PUBLIC_DATA_STARTER_KIT.cybersyn.geography_index AS geo ON (ts.geo_id = geo.geo_id)
      WHERE level = 'CensusZipCodeTabulationArea'
        AND variable_name = 'Median Income for All Households') SELECT geo_name,
                                                    geo_id,
                                                    x
   FROM x_cte
   WHERE rn=1) t1
JOIN
  (WITH y_cte AS
     (SELECT geo_name,
             ts.geo_id,
             value AS y,
             ROW_NUMBER() OVER (PARTITION BY ts.geo_id
                                ORDER BY date DESC) AS rn
      FROM CYBERSYN_US__GLOBAL_PUBLIC_DATA_STARTER_KIT.cybersyn.datacommons_timeseries AS ts
      JOIN CYBERSYN_US__GLOBAL_PUBLIC_DATA_STARTER_KIT.cybersyn.geography_index AS geo ON (ts.geo_id = geo.geo_id)
      WHERE level = 'CensusZipCodeTabulationArea'
        AND variable_name = 'Median Age of Population') SELECT geo_id,
                                                 y
   FROM y_cte
   WHERE rn = 1) t2 ON t1.GEO_ID = t2.GEO_ID
ORDER BY t1.geo_name"
"Which 5 countries have the highest Fertility Rate?","SELECT geo.geo_name,
       avg(ts.value) as avg_fertility_rate
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON ts.geo_id = geo.geo_id
WHERE  ts.variable_name = 'Fertility Rate, worldbank.org'
   and geo.level = 'Country'
GROUP BY geo.geo_name
ORDER BY avg_fertility_rate desc limit 5"
"How many different variable are there in the arrtibutes ?","SELECT count(distinct variable_name) as num_variables
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_attributes"
"what are the public holidays in united states in 2023. make sure the dates are unique","SELECT DISTINCT holiday_name,
                date
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.public_holiday_calendar
WHERE  geo_id = 'country/USA'
   and date between '2023-01-01'
   and '2023-12-31'"
"Which country  saw the highest population variable name growth % from 2010 to 2020 ? ","SELECT geo.geo_name,
       ((ts2.value - ts.value) / ts.value) * 100 as growth_percentage
FROM   (SELECT geo_id,
               date,
               value
        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
        WHERE  variable_name = 'Total Population, census.gov'
           and date = '2010-01-01') as ts join (SELECT geo_id,
                                            date,
                                            value
                                     FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
                                     WHERE  variable_name = 'Total Population, census.gov'
                                        and date = '2020-01-01') as ts2
        ON ts.geo_id = ts2.geo_id join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON ts.geo_id = geo.geo_id
WHERE  geo.level = 'Country'
ORDER BY growth_percentage desc limit 1"
"what is the most populous state in the United States in year 2018 ? ","SELECT geo.geo_name,
       ts.value as total_population
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON ts.geo_id = geo.geo_id
WHERE  ts.variable_name = 'Total Population, census.gov'
   and geo.level = 'State'
   and ts.date = '2018-01-01'
ORDER BY ts.value desc limit 1;"
"Which country AQI is highest in 2005 ?","SELECT geo.geo_name,
       ts.value
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON (ts.geo_id = geo.geo_id)
WHERE  variable_name = 'Air Quality Index, EPA'
   and level = 'Country'
   and date = '2005-01-01'
ORDER BY value desc limit 1"
"Which country has had the maximum growth of Mean Temperature from 2010 to 2020? ","SELECT geo.geo_name,
       ((ts2.value - ts.value) / ts.value) * 100 as growth_percentage
FROM   (SELECT geo_id,
               date,
               value
        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
        WHERE  variable_name = 'Mean Temperature'
           and date = '2010-01-01') as ts join (SELECT geo_id,
                                            date,
                                            value
                                     FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
                                     WHERE  variable_name = 'Mean Temperature'
                                        and date = '2020-01-01') as ts2
        ON ts.geo_id = ts2.geo_id join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON ts.geo_id = geo.geo_id
WHERE  geo.level = 'Country'
ORDER BY growth_percentage desc limit 1"
"Which 5 countries saw the most %decline in life expectation between 2012 and 2020 ? where life expectancy is not null in 2012 , load a bar chart ","SELECT geo.geo_name,
       ((ts2.value - ts.value) / ts.value) * 100 as decline_percentage
FROM   (SELECT geo_id,
               date,
               value
        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
        WHERE  variable_name = 'Life Expectancy, worldbank.org'
           and date = '2012-01-01'
           and value is not null) as ts join (SELECT geo_id,
                                          date,
                                          value
                                   FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
                                   WHERE  variable_name = 'Life Expectancy, worldbank.org'
                                      and date = '2020-01-01'
                                      and value is not null) as ts2
        ON ts.geo_id = ts2.geo_id join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON ts.geo_id = geo.geo_id
WHERE  geo.level = 'Country'
ORDER BY decline_percentage desc limit 5;"
"What are the first 10 rows in the DATACOMMONS_ATTRIBUTES table?","SELECT VARIABLE, VARIABLE_NAME, VARIABLE_GROUP, CATEGORY, UNIT
FROM CYBERSYN_US__GLOBAL_PUBLIC_DATA_STARTER_KIT.CYBERSYN.DATACOMMONS_ATTRIBUTES
LIMIT 10"
"Which 5 countries saw the most %increase in nominal gdp bewtween 2012 and 2020 ? where life expectancy is not null in 2012 , load a bar chart ","SELECT geo.geo_name,
       ((ts2.value - ts.value) / ts.value) * 100 as increase_percentage
FROM   (SELECT geo_id,
               date,
               value
        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
        WHERE  variable_name = 'Nominal GDP'
           and date = '2012-01-01') as ts join (SELECT geo_id,
                                            date,
                                            value
                                     FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
                                     WHERE  variable_name = 'Nominal GDP'
                                        and date = '2020-01-01') as ts2
        ON ts.geo_id = ts2.geo_id join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON ts.geo_id = geo.geo_id
WHERE  geo.level = 'Country'
   and ts.date = '2012-01-01'
ORDER BY increase_percentage desc limit 5;"
"What are different geo names and related geo names?","SELECT geo_name,
       related_geo_name
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.geography_relationships limit 10;"
"Which country has the maximum mean snowfall in 2010 ? ","SELECT geo.geo_name,
       ts.value as mean_snowfall
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON ts.geo_id = geo.geo_id
WHERE  ts.variable_name = 'Mean Snowfall'
   and geo.level = 'Country'
   and ts.date between '2010-01-01'
   and '2010-12-31'
ORDER BY mean_snowfall desc limit 1"
"which country has the maximum growth of public holidays from 2000 to 2023 in absolute?","SELECT geo.geo_name,
       count(distinct cal.holiday_name) as num_holidays,
       count(distinct cal.holiday_name) - count(distinct cal2.holiday_name) as growth
FROM   (SELECT * 
        FROM cybersyn_us__global_public_data_starter_kit.cybersyn.public_holiday_calendar 
        WHERE date >= '2023-01-01'
        and date < '2024-01-01'
       )
        as cal 
join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON cal.geo_id = geo.geo_id 
join (
        SELECT * 
        FROM cybersyn_us__global_public_data_starter_kit.cybersyn.public_holiday_calendar 
        WHERE date >= '2000-01-01'
        and date < '2001-01-01'
      ) as cal2 
        ON cal.geo_id = cal2.geo_id 
WHERE  geo.level = 'Country'
GROUP BY geo.geo_name
ORDER BY growth desc limit 1






"
"What different categories for the Life Expectancy variable  ?","SELECT DISTINCT category, variable_name
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_attributes
WHERE  variable_name ilike '%expectancy%';"
"Which country AQI is highest ?","SELECT geo.geo_name,
       date,
       sum(value) as AQI
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON (ts.geo_id = geo.geo_id)
WHERE  variable_name ilike '%Air%'
GROUP BY geo.geo_name, date
ORDER BY AQI desc limit 1"
"Display available measures for CBSAs (Cities)","SELECT DISTINCT variable_name
FROM CYBERSYN_US__GLOBAL_PUBLIC_DATA_STARTER_KIT.cybersyn.datacommons_timeseries AS ts
JOIN CYBERSYN_US__GLOBAL_PUBLIC_DATA_STARTER_KIT.cybersyn.geography_index AS geo ON (ts.geo_id = geo.geo_id)
WHERE level = 'CensusCoreBasedStatisticalArea'"
"..","SELECT geo.geo_name,
       ts.date,
       ts.value
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON ts.geo_id = geo.geo_id
WHERE  ts.variable_name = 'Total Population, census.gov'
   and (geo.geo_id = 'country/USA'
    or geo.geo_name = 'California')
   and ts.date =  '2010-01-01'
ORDER BY geo.geo_name, ts.date
"
"List all the public holidays in the United States","SELECT holiday_name,
       date
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.public_holiday_calendar
WHERE  geo_id = 'country/USA'"
"What is the unit of variable windspeed ? ","SELECT DISTINCT unit
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_attributes
WHERE  variable_name = 'Mean Wind Speed'"
"On which day did Sierra Leone receive maximum rainfall ? ","SELECT date,
       value
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
WHERE  variable_name = 'Mean Rainfall'
   and geo_id = 'country/SLE'
ORDER BY value desc limit 1"
"What is the year on year population growth  of males between 2010 and 2018 ?","The corrected query is:

```
SELECT ts.date,
       CASE WHEN lag(ts.value) OVER (ORDER BY ts.date) = 0 THEN NULL ELSE 
       ((ts.value - lag(ts.value) OVER (ORDER BY ts.date)) / lag(ts.value) OVER (ORDER BY ts.date)) * 100 END as growth_percentage
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries ts
WHERE  ts.variable_name = 'Male Population, census.gov'
``` 

This query uses a `CASE` statement to check if the denominator is zero. If it is, the growth percentage is set to `NULL`. Otherwise, the growth percentage is calculated normally."
"What are different geo levels we have information about ?","SELECT DISTINCT level
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index"
" What are the 10 countries with highest government debt in 2008 ? ","SELECT geo.geo_name,
       value as government_debt
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON (ts.geo_id = geo.geo_id)
WHERE  variable_name = 'Total Gross Government Debt, Percent of GDP'
   and date = '2008-01-01'
   and level = 'Country'
ORDER BY government_debt desc limit 10"
"Which country  saw the snowfall variable name  growth % from 2010 to 2018 ? ","SELECT geo.geo_name,
       ((ts2.value - ts.value) / ts.value) * 100 as growth_percentage
FROM   (SELECT geo_id,
               date,
               value
        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
        WHERE  variable_name = 'Snowfall'
           and date = '2010-01-01') as ts join (SELECT geo_id,
                                            date,
                                            value
                                     FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
                                     WHERE  variable_name = 'Snowfall'
                                        and date = '2018-01-01') as ts2
        ON ts.geo_id = ts2.geo_id join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON ts.geo_id = geo.geo_id
WHERE  geo.level = 'Country'
ORDER BY growth_percentage desc limit 1"
"Which country geoname saw the highest population variable name growth % from 2010 to 2020 ? ","Here is the corrected SQL query:

```
SELECT geo.geo_name,
       ((ts2.value - ts.value) / ts.value) * 100 as growth_percentage
FROM   (SELECT geo_id,
               date,
               value
        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
        WHERE  variable_name = 'Total Population, census.gov'
               and date = '2010-01-01'
        ) as ts 
JOIN (SELECT geo_id,
               date,
               value
      FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
      WHERE  variable_name = 'Total Population, census.gov'
             and date = '2020-01-01'
       ) as ts2 
        on ts.geo_id = ts2.geo_id 
join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
       ON ts.geo_id = geo.geo_id
WHERE  geo.level = 'Country'
ORDER BY growth_percentage desc limit 1 
```"
"What are some financial holidays ? ","SELECT DISTINCT holiday_name
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.public_holiday_calendar
WHERE  is_financial = true"
"Which 5 countries have the least Life Expectancy ","SELECT geo.geo_name,
       geo.level,
       da.variable_name,
       da.value as life_expectancy
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as da
join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON da.geo_id = geo.geo_id
WHERE  da.variable_name ilike '%Life expectancy%'
   and geo.level = 'Country'
ORDER BY da.value asc limit 5"
"Which state has the highest population in the United States in 2018 ?","SELECT geo.geo_name,
       ts.value as total_population
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts
 join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON ts.geo_id = geo.geo_id
join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_relationships as geo2
ON geo.geo_name = geo2.related_geo_name
WHERE  ts.variable_name = 'Total Population, census.gov'
   and geo.level = 'State'
   and ts.date = '2018-01-01'
   and geo2.geo_name = 'United States'
ORDER BY ts.value desc limit 1;"
"Fetch population for US, Canada, Mexico since 2000, along with human readable names","-- The timeseries table contains the core data. The geo_index table contains human readable names for geographies. Note the variable name, in this case, can be found in the measures table.
SELECT att.variable_name,
       geo.geo_name,
       geo.geo_id,
       date,
       value
FROM CYBERSYN_US__GLOBAL_PUBLIC_DATA_STARTER_KIT.cybersyn.datacommons_timeseries AS ts
JOIN CYBERSYN_US__GLOBAL_PUBLIC_DATA_STARTER_KIT.cybersyn.datacommons_attributes AS att ON (ts.variable = att.variable)
JOIN CYBERSYN_US__GLOBAL_PUBLIC_DATA_STARTER_KIT.cybersyn.geography_index AS geo ON (ts.geo_id = geo.geo_id)
WHERE att.variable_group ='Total Population'
  AND geo.geo_id IN ('country/USA', 'country/CAN', 'country/MEX')
  AND date >= '2000-01-01'
ORDER BY date DESC"
"Which country has the most public holidays in the year 2023 ?","SELECT geo.geo_name,
       count(distinct holiday_name) as num_holidays
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.public_holiday_calendar as cal join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON cal.geo_id = geo.geo_id
WHERE  geo.level = 'Country'
   and cal.date between '2023-01-01'
   and '2023-12-31'
GROUP BY geo.geo_name
ORDER BY num_holidays desc limit 1"
"Which 5 countries saw the greatest increase in nominal GDP, expressed in percentage terms, between 2012 and 2020?","SELECT geo.geo_name,
       ((ts2.value - ts.value) / ts.value) * 100 as increase_percentage
FROM   (SELECT geo_id,
               date,
               value
        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
        WHERE  variable_name = 'Nominal GDP'
           and date = '2012-01-01') as ts join (SELECT geo_id,
                                            date,
                                            value
                                     FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries
                                     WHERE  variable_name = 'Nominal GDP'
                                        and date = '2020-01-01') as ts2
        ON ts.geo_id = ts2.geo_id join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON ts.geo_id = geo.geo_id
WHERE  geo.level = 'Country'
ORDER BY increase_percentage desc limit 5;"
"Which country has the highest count of housing units in the year 2005 ?","I'm sorry, but without the original SQL code provided in the query, I cannot correct the SQL query. Please provide the original SQL code along with the error message so that I can assist you better. 

The error message indicates a syntax error with an unexpected 'I' at the beginning of the SQL code. Additionally, there is a parse error near the end of the code at position 198. Please provide the original SQL code for me to assist you better."
"Which country has the highest count of housing units in the year 2020 ?","SELECT geo.geo_name,
       sum(value) as total_housing_units
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo
        ON (ts.geo_id = geo.geo_id)
WHERE  variable_name = 'Housing Units'
   and level = 'Country'
   and date = '2020-01-01'
GROUP BY geo.geo_name
ORDER BY total_housing_units desc limit 1"
"What is the different variables  related to the housing sector ? ","SELECT DISTINCT variable_name
FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_attributes
WHERE  variable_group ilike '%Housing%'"
